Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.3941,0.314314
1.6,12.6135,0.350398
1.7,12.8579,0.390746
1.8,13.1304,0.436227
1.9,13.4346,0.487941
2,13.7749,0.547294
2.1,14.1568,0.616116
2.2,14.587,0.696828
2.3,15.0738,0.792708
2.4,15.6281,0.90829
2.5,16.2638,1.05003
2.6,16.9991,1.22745
2.7,17.859,1.45511
2.8,18.8777,1.75647
2.9,20.1034,2.17168
3,21.6056,2.77482
3.1,23.4805,3.71601
3.2,25.8291,5.33231
3.3,28.5144,8.41977
3.4,29.769,14.1432
3.5,25.8695,19.1532
3.6,22.8005,17.6181
3.7,26.2384,17.0792
3.8,30.5819,22.4462
3.9,31.76,31.2827
4,28.8266,45.1505
4.1,11.4779,56.8958
4.2,-9.41882,52.1883
4.3,-19.3589,38.6795
4.4,-21.9171,25.931
4.5,-18.3249,16.4164
4.6,-13.4776,11.5675
4.7,-8.85544,9.7047
4.8,-5.47616,10.4803
4.9,-5.38525,12.2762
5,-6.88482,11.0735
5.1,-5.92628,8.60709
5.2,-3.76046,7.91624
5.3,-2.43177,8.78906
5.4,-3.10677,8.98347
5.5,-2.3855,7.49168
5.6,-0.366646,7.03194
5.7,2.29142,7.97766
5.8,4.42228,11.5443
5.9,2.66768,16.8778
6,-2.72511,18.7259
