Energy (eV),EpsilonReal,EpsilonImaginary
1.5,0.854175,16.132
1.6,1.34373,17.068
1.7,-1.48134,17.3329
1.8,-3.96529,16.2963
1.9,-6.27155,13.2434
2,-5.76386,9.89671
2.1,-3.69934,8.65084
2.2,-2.95481,10.2479
2.3,-5.96833,10.4866
2.4,-7.15824,7.4982
2.5,-6.66579,5.49311
2.6,-5.90555,3.80894
2.7,-4.63108,2.74046
2.8,-3.37909,2.36198
2.9,-2.37847,2.55645
3,-2.09058,3.10066
3.1,-2.28052,3.16027
3.2,-2.57272,2.89697
3.3,-2.42639,2.11231
3.4,-1.73928,1.68907
3.5,-1.03221,1.75171
3.6,-0.643431,2.16328
3.7,-0.526399,2.51593
3.8,-0.715829,3.09622
3.9,-1.48249,3.01539
4,-1.63326,2.4671
4.1,-1.42038,2.13102
4.2,-1.23139,2.20733
4.3,-1.30273,2.20873
4.4,-1.38666,2.37922
4.5,-2.00626,2.24061
4.6,-2.17814,1.54506
4.7,-1.96406,1.07429
4.8,-1.7478,0.804364
4.9,-1.53462,0.569384
5,-1.29596,0.413233
5.1,-1.08325,0.322144
5.2,-0.902416,0.264419
5.3,-0.747345,0.224524
5.4,-0.612242,0.195156
5.5,-0.492822,0.172538
5.6,-0.38599,0.15453
5.7,-0.289467,0.139826
5.8,-0.201536,0.12758
5.9,-0.12087,0.117223
6,-0.0464223,0.108352
