Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.334,0.315016
1.6,12.5539,0.351539
1.7,12.7992,0.392492
1.8,13.073,0.438808
1.9,13.3791,0.491677
2,13.7221,0.552638
2.1,14.1079,0.623722
2.2,14.5435,0.707657
2.3,15.0381,0.808206
2.4,15.6035,0.930691
2.5,16.2549,1.0829
2.6,17.0132,1.27667
2.7,17.9068,1.53088
2.8,18.9757,1.87741
2.9,20.2776,2.37408
3,21.8945,3.13532
3.1,23.9282,4.4118
3.2,26.3898,6.80492
3.3,28.3774,11.6261
3.4,25.3788,18.3361
3.5,18.8397,17.2907
3.6,19.9787,13.1253
3.7,24.9592,13.0726
3.8,30.7792,17.5874
3.9,34.6237,27.8911
4,31.9584,42.9336
4.1,15.2955,57.5603
4.2,-7.369,53.3279
4.3,-18.5766,40.6956
4.4,-22.4583,27.2852
4.5,-19.2079,16.8571
4.6,-14.5042,11.4771
4.7,-10.0507,8.7404
4.8,-6.12747,8.01276
4.9,-3.13163,8.99447
5,-2.50824,11.3221
5.1,-4.24466,11.3113
5.2,-3.93193,9.55987
5.3,-2.55665,9.39036
5.4,-2.80722,9.9361
5.5,-2.77813,8.4011
5.6,-0.808444,7.70069
5.7,1.51379,8.54256
5.8,3.18833,11.5587
5.9,1.96069,15.7477
6,-2.38604,17.8012
