Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.515,0.319783
1.6,12.7382,0.356527
1.7,12.9869,0.397614
1.8,13.2642,0.443928
1.9,13.5738,0.496585
2,13.9202,0.557009
2.1,14.3089,0.62705
2.2,14.7467,0.709155
2.3,15.2422,0.806621
2.4,15.8062,0.924
2.5,16.4529,1.06775
2.6,17.2008,1.24733
2.7,18.0748,1.47717
2.8,19.1092,1.78033
2.9,20.3524,2.19597
3,21.8734,2.79581
3.1,23.7679,3.7239
3.2,26.1362,5.30065
3.3,28.8455,8.26565
3.4,30.292,13.5364
3.5,28.1003,18.3529
3.6,25.5034,19.4554
3.7,27.4738,20.0009
3.8,30.055,25.447
3.9,31.2705,33.5799
4,26.3996,48.5831
4.1,7.24838,57.1802
4.2,-12.0475,50.2993
4.3,-20.3733,36.8165
4.4,-21.6991,24.1198
4.5,-17.4562,15.6085
4.6,-12.4858,11.5313
4.7,-8.06131,10.6558
4.8,-6.1689,12.2897
4.9,-7.63829,12.2969
5,-7.78179,9.5522
5.1,-5.63687,7.6662
5.2,-3.40101,7.63223
5.3,-2.50578,8.83263
5.4,-3.23819,8.47317
5.5,-2.11048,7.12855
5.6,0.0488791,6.80823
5.7,2.85486,8.08049
5.8,4.895,12.1368
5.9,2.45249,17.8529
6,-3.52714,19.2807
