Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.1073,0.302296
1.6,12.3183,0.337009
1.7,12.5534,0.375845
1.8,12.8155,0.419657
1.9,13.1082,0.469528
2,13.4357,0.52685
2.1,13.8033,0.593451
2.2,14.2176,0.671768
2.3,14.6869,0.765133
2.4,15.2219,0.878218
2.5,15.8365,1.01778
2.6,16.549,1.19394
2.7,17.3849,1.4226
2.8,18.3793,1.73005
2.9,19.5826,2.1628
3,21.0671,2.81016
3.1,22.9297,3.86126
3.2,25.24,5.75913
3.3,27.5964,9.55078
3.4,26.9229,16.1424
3.5,20.1862,18.3203
3.6,18.891,13.8922
3.7,23.1267,12.5417
3.8,28.7983,15.5926
3.9,33.6293,24.1007
4,33.0748,37.8905
4.1,21.2115,53.6249
4.2,-1.75891,55.0469
4.3,-15.6442,43.6962
4.4,-21.6056,30.8436
4.5,-20.12,19.0487
4.6,-15.541,12.5451
4.7,-11.0406,9.15403
4.8,-6.97061,7.90136
4.9,-3.66858,8.30466
5,-1.9173,10.3873
5.1,-3.28599,11.6976
5.2,-3.94591,10.1842
5.3,-2.75687,9.45464
5.4,-2.56208,10.0395
5.5,-2.96658,8.78536
5.6,-1.17938,7.72469
5.7,1.09683,8.26934
5.8,3.08952,10.8336
5.9,2.44908,15.0531
6,-1.60308,17.5881
