Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.3309,0.472136
1.6,12.6624,0.544669
1.7,13.0449,0.632473
1.8,13.4889,0.741022
1.9,14.0091,0.878608
2,14.6253,1.05837
2.1,15.3658,1.30229
2.2,16.2711,1.64969
2.3,17.3998,2.17696
2.4,18.8286,3.04773
2.5,20.5972,4.64717
2.6,22.261,7.84346
2.7,21.1389,12.7846
2.8,17.2973,13.737
2.9,17.6426,13.9014
3,16.0324,18.0687
3.1,10.0756,17.1837
3.2,10.4707,13.1651
3.3,13.6037,13.8881
3.4,13.1194,18.4887
3.5,8.4408,18.8163
3.6,8.78375,17.0384
3.7,9.39032,20.4157
3.8,3.23322,23.7305
3.9,-2.96043,18.9574
4,-2.32749,13.4918
4.1,-0.625479,11.4753
4.2,1.25549,9.78463
4.3,4.1457,10.0025
4.4,6.17449,12.4794
4.5,5.04114,16.5043
4.6,1.90841,17.0997
4.7,-0.197092,18.0754
4.8,-4.16849,16.3897
4.9,-4.69751,13.2429
5,-3.76713,11.7783
5.1,-3.34632,11.9701
5.2,-4.51425,12.5127
5.3,-6.60548,10.3889
5.4,-5.51853,7.82045
5.5,-3.75828,7.4832
5.6,-3.53545,8.57737
5.7,-4.74038,8.05305
5.8,-4.58766,6.71533
5.9,-3.75034,6.18599
6,-3.12201,6.07788
