Energy (eV),EpsilonReal,EpsilonImaginary
1.5,1.02289,1.49387e-06
1.6,1.02289,1.5936e-06
1.7,1.02289,1.69337e-06
1.8,1.0229,1.79316e-06
1.9,1.0229,1.89298e-06
2,1.0229,1.99284e-06
2.1,1.0229,2.09273e-06
2.2,1.0229,2.19266e-06
2.3,1.0229,2.29263e-06
2.4,1.0229,2.39264e-06
2.5,1.02291,2.49269e-06
2.6,1.02291,2.59278e-06
2.7,1.02291,2.69292e-06
2.8,1.02291,2.7931e-06
2.9,1.02291,2.89334e-06
3,1.02291,2.99363e-06
3.1,1.02292,3.09396e-06
3.2,1.02292,3.19436e-06
3.3,1.02292,3.29481e-06
3.4,1.02292,3.39531e-06
3.5,1.02293,3.49588e-06
3.6,1.02293,3.59651e-06
3.7,1.02293,3.6972e-06
3.8,1.02293,3.79795e-06
3.9,1.02294,3.89878e-06
4,1.02294,3.99967e-06
4.1,1.02294,4.10063e-06
4.2,1.02294,4.20167e-06
4.3,1.02295,4.30278e-06
4.4,1.02295,4.40396e-06
4.5,1.02295,4.50522e-06
4.6,1.02296,4.60656e-06
4.7,1.02296,4.70799e-06
4.8,1.02296,4.80949e-06
4.9,1.02296,4.91108e-06
5,1.02297,5.01276e-06
5.1,1.02297,5.11453e-06
5.2,1.02297,5.21639e-06
5.3,1.02298,5.31834e-06
5.4,1.02298,5.42038e-06
5.5,1.02299,5.52252e-06
5.6,1.02299,5.62476e-06
5.7,1.02299,5.7271e-06
5.8,1.023,5.82953e-06
5.9,1.023,5.93208e-06
6,1.023,6.03473e-06
