Energy (eV),EpsilonReal,EpsilonImaginary
1.5,10.882,0.239265
1.6,11.0488,0.265488
1.7,11.2337,0.294529
1.8,11.4388,0.326932
1.9,11.6665,0.363375
2,11.9195,0.404717
2.1,12.2013,0.452061
2.2,12.5163,0.506848
2.3,12.8697,0.571003
2.4,13.2681,0.647148
2.5,13.7199,0.738964
2.6,14.2363,0.851779
2.7,14.8319,0.993615
2.8,15.5265,1.17715
2.9,16.3479,1.42363
3,17.3351,1.7715
3.1,18.5417,2.29707
3.2,20.0232,3.16753
3.3,21.7076,4.7498
3.4,22.883,7.37757
3.5,22.9234,10.1282
3.6,22.4418,12.7844
3.7,20.8716,14.7746
3.8,20.1461,15.7664
3.9,19.5741,17.1726
4,19.464,18.788
4.1,19.1946,21.1955
4.2,18.424,24.8302
4.3,14.9605,29.2059
4.4,8.53066,31.2981
4.5,2.65919,28.1271
4.6,2.78658,24.4356
4.7,3.65754,26.1192
4.8,-0.101709,28.962
4.9,-6.68134,27.8933
5,-10.3638,22.5171
5.1,-10.3014,18.298
5.2,-10.1085,15.754
5.3,-9.96026,13.0971
5.4,-8.39889,10.4409
5.5,-6.26256,9.80837
5.6,-5.43969,9.91402
5.7,-4.71402,9.73756
5.8,-4.16349,10.144
5.9,-4.1076,10.6502
6,-4.64725,11.4638
