Energy (eV),EpsilonReal,EpsilonImaginary
1.5,-5.61486,1.40532
1.6,-4.80429,1.14751
1.7,-4.13382,0.949861
1.8,-3.57287,0.795572
1.9,-3.09877,0.673254
2,-2.69444,0.574962
2.1,-2.34681,0.495032
2.2,-2.04574,0.42934
2.3,-1.78324,0.374833
2.4,-1.55301,0.329217
2.5,-1.34994,0.290742
2.6,-1.16993,0.258058
2.7,-1.0096,0.230111
2.8,-0.866191,0.20607
2.9,-0.737396,0.185275
3,-0.621294,0.167193
3.1,-0.516268,0.151395
3.2,-0.420952,0.137531
3.3,-0.334185,0.125314
3.4,-0.254973,0.114504
3.5,-0.182462,0.104905
3.6,-0.115919,0.0963519
3.7,-0.0547038,0.0887054
3.8,0.00173677,0.0818484
3.9,0.0538872,0.0756816
4,0.102172,0.07012
4.1,0.146964,0.0650911
4.2,0.188592,0.0605326
4.3,0.227348,0.0563907
4.4,0.26349,0.0526188
4.5,0.297249,0.0491764
4.6,0.328829,0.0460284
4.7,0.358414,0.0431438
4.8,0.386169,0.0404957
4.9,0.412242,0.0380603
5,0.436767,0.0358166
5.1,0.459863,0.0337462
5.2,0.481639,0.0318326
5.3,0.502195,0.0300613
5.4,0.52162,0.0284192
5.5,0.539996,0.0268949
5.6,0.557396,0.0254778
5.7,0.57389,0.0241588
5.8,0.589538,0.0229295
5.9,0.604398,0.0217823
6,0.618522,0.0207107
