Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.0761,0.301935
1.6,12.2869,0.336716
1.7,12.5218,0.375662
1.8,12.7838,0.419648
1.9,13.0765,0.469781
2,13.4042,0.527497
2.1,13.7723,0.594682
2.2,14.1875,0.673872
2.3,14.6584,0.768553
2.4,15.1958,0.883651
2.5,15.8142,1.02636
2.6,16.5327,1.20758
2.7,17.3778,1.44465
2.8,18.3866,1.76678
2.9,19.6123,2.22667
3,21.1311,2.92812
3.1,23.0393,4.09703
3.2,25.3612,6.27289
3.3,27.3548,10.649
3.4,25.1059,17.0905
3.5,18.5438,17.2865
3.6,18.2991,12.8648
3.7,22.6087,11.7044
3.8,28.1989,14.4617
3.9,33.5061,22.2954
4,34.039,36.1441
4.1,23.269,52.6186
4.2,-0.0902322,55.507
4.3,-14.5083,44.847
4.4,-21.6004,31.9668
4.5,-20.478,19.5823
4.6,-15.8708,12.7921
4.7,-11.429,9.21171
4.8,-7.3721,7.69974
4.9,-3.96694,7.72643
5,-1.53305,9.3844
5.1,-2.03387,11.6261
5.2,-3.46034,10.8831
5.3,-2.74318,9.82882
5.4,-2.37359,10.276
5.5,-2.98937,9.23694
5.6,-1.33652,7.98278
5.7,0.881351,8.55182
5.8,2.60756,10.9259
5.9,2.16461,14.6414
6,-1.47443,17.3975
