Energy (eV),EpsilonReal,EpsilonImaginary
1.5,9.59286,0.178559
1.6,9.71715,0.196863
1.7,9.85405,0.21682
1.8,10.0047,0.238705
1.9,10.1705,0.262849
2,10.3531,0.289652
2.1,10.5543,0.319603
2.2,10.7763,0.353306
2.3,11.0218,0.39152
2.4,11.294,0.435205
2.5,11.5968,0.485592
2.6,11.9349,0.544293
2.7,12.3142,0.613449
2.8,12.7421,0.695964
2.9,13.2282,0.795878
3,13.7846,0.918967
3.1,14.4276,1.07377
3.2,15.1793,1.27346
3.3,16.0701,1.53933
3.4,17.1432,1.90811
3.5,18.4606,2.44817
3.6,20.1072,3.29953
3.7,22.1645,4.78012
3.8,24.4459,7.63922
3.9,25.0358,12.7724
4,21.2829,15.6434
4.1,21.428,14.2706
4.2,25.4214,16.9303
4.3,27.6902,25.6786
4.4,20.4994,37.2094
4.5,7.56791,37.8888
4.6,2.23385,35.7434
4.7,-6.81668,34.6758
4.8,-14.1588,26.7326
4.9,-14.9828,16.7881
5,-11.2248,10.5831
5.1,-7.19333,7.89365
5.2,-3.87618,6.94353
5.3,-0.836302,7.15003
5.4,1.39608,9.19642
5.5,0.681026,11.9069
5.6,-1.41406,12.0492
5.7,-2.69752,10.8169
5.8,-2.24168,8.46684
5.9,0.172066,7.72921
6,2.4993,9.02907
