Energy (eV),EpsilonReal,EpsilonImaginary
1.5,-372.187,84.4274
1.6,-326.508,69.9519
1.7,-288.659,57.6287
1.8,-255.807,48.2238
1.9,-227.623,41.6645
2,-203.836,37.5805
2.1,-184.826,34.9322
2.2,-169.137,31.5862
2.3,-154.983,28.6056
2.4,-142.027,25.9952
2.5,-130.919,25.707
2.6,-124.608,24.2741
2.7,-117.044,19.4984
2.8,-108.206,16.2634
2.9,-99.9421,14.184
3,-92.513,13.2034
3.1,-86.6616,12.4998
3.2,-81.3477,11.1603
3.3,-75.8902,9.83196
3.4,-70.3742,9.07962
3.5,-65.1649,9.17279
3.6,-60.8457,10.2668
3.7,-58.1932,11.5864
3.8,-57.0607,12.1671
3.9,-56.1777,10.9503
4,-54.3403,8.93049
4.1,-51.4808,7.18604
4.2,-48.4594,6.39318
4.3,-46.0951,5.83555
4.4,-43.5663,5.06622
4.5,-40.8775,4.78314
4.6,-38.4174,5.03904
4.7,-36.5676,5.87112
4.8,-35.8878,6.54737
4.9,-35.7884,6.24123
5,-35.1056,4.82367
5.1,-33.4187,3.64932
5.2,-31.6009,3.07467
5.3,-29.9447,2.79757
5.4,-28.4265,2.71064
5.5,-27.2126,2.74331
5.6,-26.1237,2.52647
5.7,-24.8483,2.35767
5.8,-23.6204,2.37007
5.9,-22.4275,2.46458
6,-21.2721,2.7944
