Energy (eV),EpsilonReal,EpsilonImaginary
1.5,16.0895,0.66966
1.6,16.5599,0.7788
1.7,17.1068,0.913926
1.8,17.7481,1.08588
1.9,18.5091,1.31218
2,19.4254,1.62286
2.1,20.5489,2.07321
2.2,21.9542,2.77414
2.3,23.7329,3.97138
2.4,25.8818,6.2593
2.5,27.4732,10.9354
2.6,23.9756,17.3415
2.7,17.4543,16.0674
2.8,17.9331,13.1972
2.9,18.7543,15.1159
3,14.8961,15.379
3.1,14.7723,11.0828
3.2,18.4481,9.04541
3.3,23.1198,9.47431
3.4,28.5351,12.2065
3.5,34.6045,18.6496
3.6,38.3693,31.8005
3.7,32.0099,49.1516
3.8,12.7622,61.3235
3.9,-9.07498,57.0871
4,-23.0124,43.0501
4.1,-25.0747,28.1732
4.2,-22.2955,17.9595
4.3,-17.7607,12.0117
4.4,-13.7741,8.60315
4.5,-10.1647,6.63683
4.6,-7.09916,5.59212
4.7,-4.26447,5.10406
4.8,-1.52338,5.23292
4.9,1.2277,6.18227
5,3.72435,8.50788
5.1,4.47808,12.7103
5.2,1.52728,16.1581
5.3,-2.25473,16.1121
5.4,-3.64118,13.9576
5.5,-3.16196,13.4244
5.6,-3.29614,14.0248
5.7,-5.22111,15.1853
5.8,-7.35281,13.596
5.9,-8.36973,12.9428
6,-10.4541,10.3685
