Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.1224,0.306462
1.6,12.3364,0.342029
1.7,12.5751,0.381935
1.8,12.8415,0.427105
1.9,13.1394,0.478724
2,13.4735,0.538332
2.1,13.8492,0.607972
2.2,14.2739,0.690415
2.3,14.7564,0.789507
2.4,15.3086,0.910758
2.5,15.9461,1.06233
2.6,16.6897,1.25685
2.7,17.5686,1.51485
2.8,18.6242,1.8719
2.9,19.9158,2.39455
3,21.5262,3.21947
3.1,23.5396,4.65762
3.2,25.8161,7.45504
3.3,26.655,12.7639
3.4,22.2872,17.4072
3.5,17.5076,15.7118
3.6,18.4051,11.9026
3.7,22.8565,11.2132
3.8,28.4958,14.0738
3.9,34.3123,21.9063
4,35.6768,37.3906
4.1,21.8025,55.3325
4.2,-2.39319,54.9009
4.3,-15.415,44.0244
4.4,-22.1894,30.8127
4.5,-20.356,18.6958
4.6,-15.7211,12.271
4.7,-11.3609,8.80672
4.8,-7.42828,7.2602
4.9,-4.09618,6.98231
5,-1.17877,7.99969
5.1,-0.0342232,10.7148
5.2,-1.81868,12.0273
5.3,-2.53144,11.0489
5.4,-2.58402,10.975
5.5,-3.19351,9.5844
5.6,-1.42696,8.26291
5.7,0.813588,8.91606
5.8,2.40195,11.4457
5.9,1.47501,15.2549
6,-2.70565,17.1944
