Energy (eV),EpsilonReal,EpsilonImaginary
1.5,11.9726,0.293862
1.6,12.1776,0.327316
1.7,12.4059,0.364664
1.8,12.6602,0.406697
1.9,12.9437,0.454414
2,13.2605,0.509091
2.1,13.6157,0.57239
2.2,14.0151,0.646514
2.3,14.4666,0.734443
2.4,14.98,0.840309
2.5,15.5678,0.970011
2.6,16.2469,1.13225
2.7,17.0397,1.34043
2.8,17.9775,1.61617
2.9,19.1047,1.99665
3,20.4848,2.55076
3.1,22.207,3.41838
3.2,24.3694,4.91479
3.3,26.8771,7.80319
3.4,28.1162,13.4765
3.5,23.0567,18.8109
3.6,18.9763,15.4903
3.7,22.1998,13.0594
3.8,27.6187,15.3182
3.9,32.2155,22.8731
4,32.3304,34.6792
4.1,24.1939,49.8345
4.2,2.6928,55.5904
4.3,-13.5316,45.6342
4.4,-20.54,33.0971
4.5,-20.4709,20.8058
4.6,-16.0913,13.4767
4.7,-11.5224,9.6938
4.8,-7.31884,8.26475
4.9,-3.97075,8.71707
5,-2.53818,10.8091
5.1,-4.06701,11.5447
5.2,-4.31097,9.71844
5.3,-2.84316,9.02448
5.4,-2.35914,9.74548
5.5,-2.91879,8.8093
5.6,-1.3093,7.61239
5.7,0.937291,7.97911
5.8,3.12739,10.2326
5.9,3.01331,14.4694
6,-0.751592,17.5691
