Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.2849,0.309748
1.6,12.5011,0.345316
1.7,12.742,0.385097
1.8,13.0106,0.429955
1.9,13.3104,0.480984
2,13.6459,0.539588
2.1,14.0224,0.607597
2.2,14.4466,0.687444
2.3,14.9269,0.782433
2.4,15.474,0.897162
2.5,16.1018,1.03822
2.6,16.8289,1.21536
2.7,17.6801,1.44371
2.8,18.6902,1.74785
2.9,19.9085,2.17039
3,21.4058,2.79118
3.1,23.2797,3.77472
3.2,25.6252,5.49686
3.3,28.238,8.8589
3.4,28.8812,15.1478
3.5,23.1352,19.3163
3.6,20.8056,15.7554
3.7,24.9972,14.8086
3.8,30.355,19.3655
3.9,32.7415,28.8848
4,30.6235,42.0788
4.1,15.562,56.1047
4.2,-6.57913,53.6412
4.3,-18.2284,40.6146
4.4,-21.9657,27.7469
4.5,-19.0819,17.3199
4.6,-14.3512,11.8282
4.7,-9.74894,9.25116
4.8,-5.83212,9.03235
4.9,-3.74671,10.7923
5,-4.92349,11.9219
5.1,-5.67538,9.97065
5.2,-4.06101,8.49648
5.3,-2.50309,8.86376
5.4,-2.88073,9.44396
5.5,-2.64089,7.93759
5.6,-0.698941,7.30725
5.7,1.77315,8.03587
5.8,3.87738,11.1672
5.9,2.66113,16.0207
6,-2.14852,18.2199
