Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.9665,0.355618
1.6,13.215,0.398408
1.7,13.4932,0.446835
1.8,13.8053,0.502186
1.9,14.156,0.566136
2,14.5515,0.640913
2.1,14.9995,0.729543
2.2,15.5097,0.836242
2.3,16.095,0.967065
2.4,16.7721,1.13102
2.5,17.5641,1.34209
2.6,18.5028,1.6231
2.7,19.6336,2.01377
2.8,21.0221,2.58873
2.9,22.7595,3.5018
3,24.9394,5.10422
3.1,27.4062,8.24555
3.2,28.2258,14.3173
3.3,22.5162,19.662
3.4,16.9506,16.3
3.5,18.8518,12.0433
3.6,23.7478,11.6016
3.7,29.6129,14.7971
3.8,35.2904,23.1155
3.9,36.1071,37.9707
4,24.5381,55.9995
4.1,-0.496475,59.0814
4.2,-16.507,47.7612
4.3,-24.0508,33.034
4.4,-22.0134,19.8301
4.5,-16.8181,13.0646
4.6,-12.3001,9.59731
4.7,-8.15959,8.00354
4.8,-4.6157,8.0838
4.9,-2.31446,9.92989
5,-3.23333,11.9041
5.1,-4.48156,10.5504
5.2,-3.26381,9.32658
5.3,-2.26459,9.96127
5.4,-3.11998,9.84426
5.5,-2.1606,8.32023
5.6,-0.0730839,8.47991
5.7,1.6015,10.2689
5.8,1.95749,13.0894
5.9,-0.0861118,16.7252
6,-4.61229,17.4458
