Energy (eV),EpsilonReal,EpsilonImaginary
1.5,11.861,0.28976
1.6,12.0632,0.322795
1.7,12.2884,0.359696
1.8,12.5391,0.401257
1.9,12.8189,0.448481
2,13.1316,0.502657
2.1,13.4822,0.565468
2.2,13.8769,0.639159
2.3,14.3233,0.726784
2.4,14.8313,0.832612
2.5,15.4138,0.962791
2.6,16.0877,1.1265
2.7,16.8762,1.33805
2.8,17.8116,1.62096
2.9,18.9399,2.01649
3,20.3271,2.60304
3.1,22.0634,3.54463
3.2,24.2262,5.22116
3.3,26.5456,8.53971
3.4,26.6049,14.585
3.5,20.6406,18.0466
3.6,17.7288,14.1221
3.7,21.0458,11.7253
3.8,26.3382,13.2961
3.9,31.8987,19.4942
4,34.1327,31.7493
4.1,27.0814,47.7774
4.2,5.96168,55.8311
4.3,-11.1014,47.1065
4.4,-19.7647,35.2586
4.5,-20.997,22.2502
4.6,-16.8286,14.1029
4.7,-12.35,9.83756
4.8,-8.17196,7.85579
4.9,-4.63335,7.50411
5,-1.81471,8.63864
5.1,-1.2885,11.1405
5.2,-3.00837,11.3617
5.3,-2.88646,10.0817
5.4,-2.27222,10.2318
5.5,-3.00204,9.58979
5.6,-1.70602,8.03363
5.7,0.549834,8.27849
5.8,2.5407,10.283
5.9,2.5766,14.0381
6,-0.704836,17.1304
