Energy (eV),EpsilonReal,EpsilonImaginary
1.5,11.8208,0.287244
1.6,12.0213,0.319903
1.7,12.2444,0.35636
1.8,12.4928,0.39739
1.9,12.7699,0.44397
2,13.0794,0.497354
2.1,13.4263,0.559177
2.2,13.8165,0.631611
2.3,14.2576,0.717605
2.4,14.7592,0.821266
2.5,15.3336,0.948481
2.6,15.9975,1.108
2.7,16.7731,1.31336
2.8,17.6915,1.58667
2.9,18.7969,1.96634
3,20.1527,2.52449
3.1,21.8468,3.40999
3.2,23.966,4.96343
3.3,26.3373,8.00601
3.4,26.9885,13.7924
3.5,21.4897,18.1909
3.6,17.7837,14.6091
3.7,20.7869,11.9032
3.8,26.0094,13.2481
3.9,31.5123,19.2184
4,33.774,31.0053
4.1,27.5759,46.5177
4.2,7.4152,55.6483
4.3,-10.344,47.6116
4.4,-19.2932,35.8918
4.5,-21.0238,22.8809
4.6,-16.9997,14.4363
4.7,-12.5077,10.0256
4.8,-8.29165,7.96762
4.9,-4.71728,7.60476
5,-1.92551,8.77123
5.1,-1.52742,11.2153
5.2,-3.21124,11.2395
5.3,-2.94699,9.92371
5.4,-2.23598,10.1012
5.5,-2.9572,9.57945
5.6,-1.74384,8.00528
5.7,0.506854,8.18886
5.8,2.54494,10.11
5.9,2.72054,13.8494
6,-0.42605,17.0688
