Energy (eV),EpsilonReal,EpsilonImaginary
1.5,1.17632,6.79249e-05
1.6,1.17636,7.24949e-05
1.7,1.17641,7.70729e-05
1.8,1.17647,8.16596e-05
1.9,1.17652,8.62555e-05
2,1.17658,9.0861e-05
2.1,1.17664,9.54767e-05
2.2,1.17671,0.000100103
2.3,1.17678,0.000104741
2.4,1.17685,0.00010939
2.5,1.17692,0.000114052
2.6,1.177,0.000118727
2.7,1.17708,0.000123415
2.8,1.17716,0.000128118
2.9,1.17725,0.000132835
3,1.17734,0.000137567
3.1,1.17743,0.000142314
3.2,1.17753,0.000147078
3.3,1.17763,0.000151859
3.4,1.17773,0.000156657
3.5,1.17784,0.000161474
3.6,1.17795,0.000166309
3.7,1.17806,0.000171163
3.8,1.17818,0.000176037
3.9,1.1783,0.000180932
4,1.17842,0.000185847
4.1,1.17854,0.000190785
4.2,1.17867,0.000195744
4.3,1.1788,0.000200727
4.4,1.17894,0.000205733
4.5,1.17908,0.000210764
4.6,1.17922,0.00021582
4.7,1.17937,0.000220901
4.8,1.17952,0.000226009
4.9,1.17967,0.000231143
5,1.17982,0.000236306
5.1,1.17998,0.000241497
5.2,1.18015,0.000246717
5.3,1.18031,0.000251967
5.4,1.18048,0.000257247
5.5,1.18065,0.00026256
5.6,1.18083,0.000267904
5.7,1.18101,0.000273281
5.8,1.1812,0.000278692
5.9,1.18138,0.000284138
6,1.18157,0.000289619
