Energy (eV),EpsilonReal,EpsilonImaginary
1.5,1.17332,6.56359e-05
1.6,1.17337,7.00512e-05
1.7,1.17342,7.44741e-05
1.8,1.17347,7.89052e-05
1.9,1.17352,8.3345e-05
2,1.17358,8.77939e-05
2.1,1.17364,9.22526e-05
2.2,1.1737,9.67214e-05
2.3,1.17377,0.000101201
2.4,1.17384,0.000105692
2.5,1.17391,0.000110194
2.6,1.17398,0.000114709
2.7,1.17406,0.000119236
2.8,1.17414,0.000123777
2.9,1.17423,0.000128331
3,1.17431,0.0001329
3.1,1.1744,0.000137484
3.2,1.1745,0.000142083
3.3,1.17459,0.000146699
3.4,1.17469,0.00015133
3.5,1.1748,0.000155979
3.6,1.1749,0.000160646
3.7,1.17501,0.00016533
3.8,1.17512,0.000170034
3.9,1.17524,0.000174757
4,1.17535,0.0001795
4.1,1.17548,0.000184263
4.2,1.1756,0.000189048
4.3,1.17573,0.000193854
4.4,1.17586,0.000198683
4.5,1.17599,0.000203535
4.6,1.17613,0.000208411
4.7,1.17627,0.000213311
4.8,1.17641,0.000218235
4.9,1.17656,0.000223186
5,1.17671,0.000228162
5.1,1.17687,0.000233166
5.2,1.17702,0.000238197
5.3,1.17718,0.000243257
5.4,1.17735,0.000248345
5.5,1.17751,0.000253464
5.6,1.17769,0.000258612
5.7,1.17786,0.000263792
5.8,1.17804,0.000269004
5.9,1.17822,0.000274249
6,1.1784,0.000279527
