Energy (eV),EpsilonReal,EpsilonImaginary
1.5,11.9776,0.294172
1.6,12.1829,0.327672
1.7,12.4114,0.365074
1.8,12.6659,0.407172
1.9,12.9498,0.454967
2,13.267,0.50974
2.1,13.6226,0.573158
2.2,14.0226,0.647433
2.3,14.4748,0.735556
2.4,14.9889,0.84168
2.5,15.5777,0.971731
2.6,16.258,1.13446
2.7,17.0523,1.34335
2.8,17.9922,1.62019
2.9,19.122,2.00245
3,20.5058,2.55966
3.1,22.2331,3.43328
3.2,24.4014,4.94252
3.3,26.9084,7.86028
3.4,28.095,13.5785
3.5,22.9372,18.823
3.6,18.9575,15.4234
3.7,22.2321,13.033
3.8,27.6627,15.3236
3.9,32.2703,22.9136
4,32.3651,34.7936
4.1,24.0983,49.9831
4.2,2.51729,55.5861
4.3,-13.617,45.5594
4.4,-20.5846,33.0144
4.5,-20.4607,20.7359
4.6,-16.0708,13.4395
4.7,-11.5042,9.67207
4.8,-7.30559,8.24987
4.9,-3.95896,8.7
5,-2.51262,10.7923
5.1,-4.03658,11.5516
5.2,-4.29724,9.73639
5.3,-2.83969,9.04075
5.4,-2.36642,9.75731
5.5,-2.92133,8.80855
5.6,-1.30465,7.61625
5.7,0.943239,7.98929
5.8,3.12711,10.2546
5.9,2.9931,14.492
6,-0.784244,17.5705
