Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.2886,0.312694
1.6,12.5069,0.348907
1.7,12.7504,0.389501
1.8,13.0221,0.435401
1.9,13.3258,0.487781
2,13.6661,0.548161
2.1,14.0487,0.618546
2.2,14.4807,0.701629
2.3,14.9711,0.801123
2.4,15.5314,0.922277
2.5,16.177,1.07277
2.6,16.9281,1.26427
2.7,17.813,1.51537
2.8,18.8712,1.85745
2.9,20.1593,2.34739
3,21.7585,3.09762
3.1,23.7696,4.35414
3.2,26.2068,6.70664
3.3,28.2009,11.4459
3.4,25.3464,18.1276
3.5,18.7548,17.3005
3.6,19.663,13.0537
3.7,24.5359,12.7933
3.8,30.3446,16.9689
3.9,34.5301,26.8754
4,32.4102,41.734
4.1,16.818,56.8851
4.2,-6.18502,53.8023
4.3,-17.9734,41.4565
4.4,-22.3973,28.0639
4.5,-19.4424,17.278
4.6,-14.7449,11.6805
4.7,-10.292,8.79605
4.8,-6.33944,7.92355
4.9,-3.23275,8.718
5,-2.20712,11.0374
5.1,-3.91953,11.4908
5.2,-3.92536,9.76516
5.3,-2.59048,9.42999
5.4,-2.72624,10.0103
5.5,-2.83272,8.53094
5.6,-0.895503,7.7436
5.7,1.39508,8.53331
5.8,3.09387,11.4287
5.9,2.02245,15.5485
6,-2.21338,17.7417
