Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.6528,0.507878
1.6,13.0096,0.588279
1.7,13.4228,0.68646
1.8,13.9049,0.809104
1.9,14.4729,0.96651
2,15.1505,1.17536
2.1,15.9714,1.4643
2.2,16.9844,1.88626
2.3,18.2588,2.54812
2.4,19.8735,3.68856
2.5,21.7728,5.87907
2.6,22.8227,10.1454
2.7,19.6999,14.3612
2.8,17.4644,13.9604
2.9,17.7288,16.4996
3,12.362,19.2988
3.1,9.18389,14.8465
3.2,11.9451,12.8657
3.3,14.1604,16.0408
3.4,10.5047,19.7468
3.5,7.66032,17.3066
3.6,9.56787,17.3452
3.7,8.47156,22.3533
3.8,0.300325,23.3339
3.9,-3.53039,16.7864
4,-1.8377,12.7371
4.1,-0.40295,10.822
4.2,2.08308,9.60176
4.3,4.70095,10.5179
4.4,6.26982,13.6107
4.5,3.82616,17.0155
4.6,1.57459,17.1595
4.7,-1.52181,18.3571
4.8,-4.93468,15.4115
4.9,-4.83444,12.4814
5,-3.67186,11.4064
5.1,-3.35551,11.6705
5.2,-4.70938,12.2496
5.3,-6.39877,9.84566
5.4,-5.09135,7.77762
5.5,-3.62823,7.90861
5.6,-4.2113,8.66944
5.7,-4.91944,7.52647
5.8,-4.40129,6.45329
5.9,-3.71932,6.13482
6,-3.03629,6.08565
