Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.4555,0.324548
1.6,12.6821,0.362631
1.7,12.9353,0.405465
1.8,13.2182,0.45408
1.9,13.5351,0.509798
2,13.8909,0.57435
2.1,14.292,0.650041
2.2,14.7462,0.740014
2.3,15.2637,0.848664
2.4,15.8575,0.982336
2.5,16.5453,1.15052
2.6,17.3507,1.36804
2.7,18.3071,1.65936
2.8,19.4617,2.06759
2.9,20.8826,2.67504
3,22.6617,3.65497
3.1,24.8707,5.41046
3.2,27.1778,8.89001
3.3,26.9778,14.9885
3.4,21.2862,18.3148
3.5,17.8406,14.9205
3.6,20.6011,11.9084
3.7,25.8549,12.659
3.8,31.9942,17.6013
3.9,36.8841,29.1585
4,32.2028,48.2625
4.1,9.36318,59.885
4.2,-10.7446,51.0991
4.3,-20.2991,38.4998
4.4,-22.7356,24.8095
4.5,-18.7092,15.4294
4.6,-14.1007,10.5755
4.7,-9.80244,8.0455
4.8,-6.07967,7.19794
4.9,-2.9106,7.55266
5,-0.685327,9.60402
5.1,-1.55799,11.9543
5.2,-3.07561,11.3267
5.3,-2.69138,10.5883
5.4,-3.25734,10.5018
5.5,-2.92663,8.63085
5.6,-0.810773,8.01928
5.7,1.55488,9.08402
5.8,2.90492,12.4916
5.9,0.656976,16.6089
6,-3.98414,17.3438
