Energy (eV),EpsilonReal,EpsilonImaginary
1.5,-5.15885,6.87915
1.6,-4.49843,5.47126
1.7,-4.38009,5.19351
1.8,-4.88053,4.31533
1.9,-4.71615,3.14872
2,-4.35044,2.29681
2.1,-3.85972,1.5698
2.2,-3.28749,1.08475
2.3,-2.77269,0.799375
2.4,-2.34751,0.622837
2.5,-1.99743,0.503856
2.6,-1.70519,0.418275
2.7,-1.45762,0.353826
2.8,-1.24522,0.303644
2.9,-1.061,0.263577
3,-0.899785,0.230953
3.1,-0.757586,0.203966
3.2,-0.631317,0.18135
3.3,-0.518531,0.16219
3.4,-0.417262,0.145805
3.5,-0.32591,0.131679
3.6,-0.243158,0.119414
3.7,-0.167912,0.108697
3.8,-0.0992517,0.0992805
3.9,-0.0364024,0.0909638
4,0.0212971,0.0835847
4.1,0.0744129,0.0770096
4.2,0.123433,0.0711283
4.3,0.168779,0.0658486
4.4,0.21082,0.0610932
4.5,0.249877,0.0567969
4.6,0.286233,0.0529041
4.7,0.320138,0.0493673
4.8,0.35181,0.0461459
4.9,0.381446,0.0432046
5,0.409221,0.0405132
5.1,0.435289,0.0380451
5.2,0.459791,0.0357772
5.3,0.482852,0.0336893
5.4,0.504584,0.0317636
5.5,0.525089,0.0299843
5.6,0.544459,0.0283378
5.7,0.562778,0.0268115
5.8,0.580122,0.0253947
5.9,0.59656,0.0240775
6,0.612155,0.0228512
