Energy (eV),EpsilonReal,EpsilonImaginary
1.5,11.0834,0.25439
1.6,11.2609,0.282993
1.7,11.4582,0.314868
1.8,11.6776,0.350682
1.9,11.922,0.391283
2,12.1947,0.437762
2.1,12.4999,0.491546
2.2,12.8427,0.554546
2.3,13.2298,0.629374
2.4,13.6694,0.719704
2.5,14.1725,0.83087
2.6,14.7536,0.970915
2.7,15.4326,1.15253
2.8,16.2371,1.39691
2.9,17.2071,1.74191
3,18.3995,2.26105
3.1,19.8888,3.112
3.2,21.7145,4.66653
3.3,23.458,7.76759
3.4,22.5898,12.6613
3.5,18.5534,14.4558
3.6,15.6438,13.4912
3.7,15.5264,10.318
3.8,18.848,8.88409
3.9,23.3578,10.0411
4,28.6069,14.2093
4.1,33.3221,23.7333
4.2,30.284,40.2991
4.3,12.4792,50.5987
4.4,-3.97802,46.541
4.5,-15.7744,38.5691
4.6,-20.4893,24.3514
4.7,-16.8311,14.8278
4.8,-12.6031,10.0349
4.9,-8.69448,7.44601
5,-5.30399,6.30671
5.1,-2.29142,6.06226
5.2,0.588702,6.86765
5.3,2.70068,9.42711
5.4,1.71323,12.7089
5.5,-0.716519,13.1934
5.6,-2.44293,12.1063
5.7,-1.84659,10.0014
5.8,0.155866,10.4084
5.9,0.241086,12.272
6,-0.252771,13.5663
