Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.1887,0.304814
1.6,12.4014,0.339724
1.7,12.6384,0.378746
1.8,12.9025,0.422722
1.9,13.1973,0.472717
2,13.5269,0.530093
2.1,13.8968,0.596628
2.2,14.3133,0.674683
2.3,14.7846,0.767458
2.4,15.3212,0.879404
2.5,15.9365,1.01689
2.6,16.6485,1.18934
2.7,17.4815,1.41133
2.8,18.4689,1.70648
2.9,19.6586,2.11566
3,21.1191,2.71518
3.1,22.9455,3.66148
3.2,25.2346,5.31056
3.3,27.8227,8.52051
3.4,28.6773,14.6468
3.5,23.0381,19.2114
3.6,20.1774,15.6047
3.7,24.1181,14.1655
3.8,29.5978,17.9706
3.9,32.7381,27.0686
4,31.3116,39.6821
4.1,18.5116,54.5399
4.2,-3.89938,54.5108
4.3,-17.0246,42.1819
4.4,-21.7085,29.3484
4.5,-19.5566,18.2648
4.6,-14.894,12.2639
4.7,-10.2925,9.31259
4.8,-6.25084,8.69132
4.9,-3.60463,10.0767
5,-4.07366,11.8693
5.1,-5.39048,10.5542
5.2,-4.21042,8.78607
5.3,-2.58566,8.85653
5.4,-2.71224,9.58193
5.5,-2.76035,8.17521
5.6,-0.882465,7.39451
5.7,1.49966,7.99227
5.8,3.6623,10.8402
5.9,2.82353,15.5338
6,-1.70446,18.0479
