Energy (eV),EpsilonReal,EpsilonImaginary
1.5,-16.95,8.76378
1.6,-15.5665,7.96777
1.7,-14.9588,6.42033
1.8,-13.6338,4.78256
1.9,-12.2744,3.69978
2,-11.0415,2.79197
2.1,-9.81769,2.11078
2.2,-8.71373,1.66659
2.3,-7.77053,1.36853
2.4,-6.9675,1.15293
2.5,-6.27741,0.98815
2.6,-5.67844,0.857558
2.7,-5.15395,0.75144
2.8,-4.69125,0.66362
2.9,-4.28041,0.589915
3,-3.91356,0.527358
3.1,-3.58437,0.473769
3.2,-3.28765,0.427499
3.3,-3.01914,0.387275
3.4,-2.77526,0.352098
3.5,-2.55302,0.32117
3.6,-2.34987,0.293847
3.7,-2.16364,0.269603
3.8,-1.99247,0.248005
3.9,-1.83476,0.228693
4,-1.6891,0.211367
4.1,-1.55429,0.195772
4.2,-1.42926,0.181695
4.3,-1.31308,0.168951
4.4,-1.20491,0.157386
4.5,-1.10404,0.146863
4.6,-1.00982,0.137267
4.7,-0.921667,0.128497
4.8,-0.839068,0.120465
4.9,-0.761564,0.113093
5,-0.688741,0.106316
5.1,-0.620227,0.100074
5.2,-0.555686,0.0943139
5.3,-0.494816,0.0889908
5.4,-0.437341,0.0840635
5.5,-0.383012,0.0794956
5.6,-0.331602,0.0752548
5.7,-0.282905,0.0713121
5.8,-0.236732,0.0676417
5.9,-0.19291,0.0642204
6,-0.151282,0.0610272
