Energy (eV),EpsilonReal,EpsilonImaginary
1.5,3.85258,0.0208994
1.6,3.86703,0.0225541
1.7,3.88261,0.0242653
1.8,3.89934,0.0260384
1.9,3.91727,0.0278796
2,3.93645,0.0297953
2.1,3.95694,0.0317927
2.2,3.97878,0.0338796
2.3,4.00203,0.0360646
2.4,4.02678,0.038357
2.5,4.05308,0.0407674
2.6,4.08103,0.0433073
2.7,4.11072,0.0459895
2.8,4.14223,0.0488285
2.9,4.17569,0.0518402
3,4.2112,0.0550428
3.1,4.24891,0.0584566
3.2,4.28896,0.0621047
3.3,4.33151,0.0660134
3.4,4.37675,0.0702126
3.5,4.42488,0.0747367
3.6,4.47612,0.0796251
3.7,4.53072,0.0849238
3.8,4.58898,0.0906861
3.9,4.65123,0.0969743
4,4.71781,0.103862
4.1,4.78917,0.111436
4.2,4.86578,0.119801
4.3,4.94819,0.12908
4.4,5.03704,0.139427
4.5,5.1331,0.151026
4.6,5.23725,0.164105
4.7,5.35052,0.178951
4.8,5.47417,0.195925
4.9,5.6097,0.21549
5,5.75896,0.238246
5.1,5.9242,0.26499
5.2,6.10824,0.296792
5.3,6.31469,0.33513
5.4,6.54815,0.382088
5.5,6.81469,0.440698
5.6,7.12248,0.515525
5.7,7.48271,0.613724
5.8,7.91116,0.747075
5.9,8.43063,0.936166
6,9.0745,1.21969
