Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.0133,0.293265
1.6,12.2179,0.3264
1.7,12.4455,0.363313
1.8,12.6988,0.404754
1.9,12.9809,0.45166
2,13.2957,0.505221
2.1,13.648,0.56697
2.2,14.0436,0.638912
2.3,14.4897,0.723727
2.4,14.9954,0.825064
2.5,15.5724,0.948029
2.6,16.236,1.09997
2.7,17.0064,1.29188
2.8,17.9113,1.54084
2.9,18.9891,1.87496
3,20.2945,2.3436
3.1,21.9056,3.04084
3.2,23.9254,4.16473
3.3,26.419,6.17435
3.4,28.9054,10.0859
3.5,28.5066,16.1969
3.6,24.0719,18.7454
3.7,23.9384,16.9269
3.8,28.2899,19.2344
3.9,30.7557,26.8023
4,30.1024,37.5042
4.1,19.4875,51.1008
4.2,0.477313,53.4715
4.3,-14.6378,43.9102
4.4,-20.394,31.5851
4.5,-19.7747,20.0905
4.6,-15.3335,13.2539
4.7,-10.5617,10.0175
4.8,-6.4414,9.54619
4.9,-4.42909,11.2409
5,-5.66415,11.9562
5.1,-6.18224,9.79414
5.2,-4.42426,8.2223
5.3,-2.6754,8.46972
5.4,-2.78135,9.24682
5.5,-2.77828,7.8812
5.6,-0.965604,7.06644
5.7,1.4755,7.45296
5.8,4.06997,10.055
5.9,3.87314,15.3975
6,-1.20415,18.5036
