Energy (eV),EpsilonReal,EpsilonImaginary
1.5,4.38498,5.39152
1.6,4.52168,4.55305
1.7,5.41015,4.38005
1.8,5.78205,5.08621
1.9,5.46481,5.85261
2,4.62422,5.97755
2.1,4.16824,5.87378
2.2,3.74059,5.46255
2.3,3.715,5.0709
2.4,4.11464,5.0101
2.5,3.91148,5.62824
2.6,3.02258,5.43044
2.7,3.09241,4.52682
2.8,3.7474,4.39675
2.9,4.351,4.74945
3,4.53246,5.81266
3.1,3.53822,6.71174
3.2,2.5682,6.32066
3.3,2.56951,6.14443
3.4,2.00202,6.33386
3.5,1.68637,5.91325
3.6,1.64284,6.11591
3.7,0.790825,6.1554
3.8,0.219065,5.31941
3.9,0.539466,4.5118
4,1.34483,4.37307
4.1,1.88632,5.31631
4.2,0.981436,6.54007
4.3,-0.6701,6.40127
4.4,-1.56435,5.26804
4.5,-1.58174,4.22291
4.6,-1.29772,3.66767
4.7,-1.23928,3.29827
4.8,-0.993551,2.70108
4.9,-0.340585,2.48941
5,0.0200557,2.77817
5.1,0.163733,2.95474
5.2,0.292842,3.53997
5.3,-0.577351,4.0721
5.4,-1.40392,3.53876
5.5,-1.64587,2.87748
5.6,-1.65716,2.27514
5.7,-1.41568,1.82971
5.8,-1.26921,1.55098
5.9,-0.993061,1.18968
6,-0.561942,1.06441
