Energy (eV),EpsilonReal,EpsilonImaginary
1.5,23.5742,1.39373
1.6,24.5551,1.66573
1.7,25.7259,2.021
1.8,27.1424,2.50303
1.9,28.8854,3.18917
2,31.0733,4.22811
2.1,33.871,5.93325
2.2,37.432,9.03477
2.3,41.3309,15.3264
2.4,41.0865,27.705
2.5,25.8043,36.4896
2.6,15.075,25.7975
2.7,18.4438,17.095
2.8,25.1436,14.7309
2.9,32.6092,16.809
3,40.126,24.2599
3.1,42.2547,39.4082
3.2,31.6111,50.0192
3.3,29.2377,53.2479
3.4,24.209,73.0382
3.5,-12.2289,84.9878
3.6,-39.8228,57.8613
3.7,-37.9687,32.2815
3.8,-29.1938,20.0807
3.9,-21.2366,15.208
4,-15.3825,14.8527
4.1,-14.1092,17.0403
4.2,-16.7203,15.4983
4.3,-16.2463,10.792
4.4,-13.3522,7.79632
4.5,-10.2313,6.36754
4.6,-7.23131,6.18105
4.7,-4.74577,7.14093
4.8,-3.54964,9.41089
4.9,-5.19874,10.5558
5,-5.43624,9.08149
5.1,-4.26708,8.78465
5.2,-3.52413,8.72319
5.3,-1.85506,8.96477
5.4,0.363541,11.3387
5.5,-0.528316,17.0053
5.6,-7.77466,19.6073
5.7,-13.4988,14.714
5.8,-13.1498,9.31863
5.9,-10.9952,6.98548
6,-9.63153,6.41022
