Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.2787,0.309428
1.6,12.4947,0.344954
1.7,12.7353,0.384685
1.8,13.0036,0.429486
1.9,13.3031,0.480448
2,13.6382,0.538972
2.1,14.0143,0.606885
2.2,14.438,0.686616
2.3,14.9177,0.781461
2.4,15.4641,0.896008
2.5,16.0911,1.03683
2.6,16.8172,1.21367
2.7,17.6672,1.4416
2.8,18.6759,1.74515
2.9,19.8923,2.16682
3,21.3872,2.7862
3.1,23.258,3.76728
3.2,25.5999,5.48456
3.3,28.2114,8.83653
3.4,28.8691,15.1158
3.5,23.1271,19.3105
3.6,20.7638,15.744
3.7,24.9403,14.7644
3.8,30.3094,19.2721
3.9,32.7436,28.7696
4,30.6742,41.9209
4.1,15.7573,56.0153
4.2,-6.41131,53.7041
4.3,-18.1563,40.7149
4.4,-21.9537,27.8484
4.5,-19.1133,17.3777
4.6,-14.3863,11.8544
4.7,-9.78379,9.25303
4.8,-5.85738,9.00735
4.9,-3.7304,10.7463
5,-4.8695,11.9267
5.1,-5.6627,10.0084
5.2,-4.07163,8.51279
5.3,-2.50744,8.86204
5.4,-2.87018,9.45408
5.5,-2.64916,7.95196
5.6,-0.710853,7.31279
5.7,1.75523,8.03219
5.8,3.86411,11.1451
5.9,2.67315,15.9893
6,-2.11959,18.2095
