Energy (eV),EpsilonReal,EpsilonImaginary
1.5,9.75354,0.18448
1.6,9.88196,0.203444
1.7,10.0234,0.224133
1.8,10.1792,0.246831
1.9,10.3507,0.271883
2,10.5396,0.299705
2.1,10.7477,0.330808
2.2,10.9776,0.365819
2.3,11.2318,0.405525
2.4,11.5138,0.450921
2.5,11.8275,0.503281
2.6,12.178,0.564265
2.7,12.5713,0.63607
2.8,13.0151,0.721665
2.9,13.5191,0.825149
3,14.0961,0.95234
3.1,14.7628,1.11175
3.2,15.5414,1.31632
3.3,16.463,1.58668
3.4,17.5712,1.95762
3.5,18.9281,2.49237
3.6,20.62,3.31671
3.7,22.7386,4.70702
3.8,25.1728,7.2827
3.9,26.6583,11.679
4,25.9242,15.9565
4.1,25.1105,18.7365
4.2,26.4065,23.2683
4.3,24.0245,32.5363
4.4,13.06,38.8092
4.5,4.19688,35.1872
4.6,0.0774267,34.3959
4.7,-7.80557,32.6026
4.8,-14.5684,24.7398
4.9,-14.0031,15.2233
5,-9.82756,10.148
5.1,-5.83116,8.34758
5.2,-2.65188,8.39375
5.3,-0.892024,10.1898
5.4,-1.90172,11.4582
5.5,-2.7487,10.5613
5.6,-2.51911,9.95779
5.7,-2.83408,8.77628
5.8,-1.224,7.28395
5.9,1.08046,7.48399
6,3.37759,9.26009
