Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.0234,0.297024
1.6,12.2307,0.330948
1.7,12.4615,0.368851
1.8,12.7187,0.411547
1.9,13.0056,0.460065
2,13.3264,0.515724
2.1,13.6862,0.580248
2.2,14.0912,0.655923
2.3,14.5494,0.745858
2.4,15.0708,0.85438
2.5,15.6685,0.987694
2.6,16.36,1.15502
2.7,17.1687,1.37062
2.8,18.1274,1.65778
2.9,19.2825,2.05692
3,20.7009,2.64391
3.1,22.4751,3.57533
3.2,24.6965,5.20948
3.3,27.1818,8.41224
3.4,27.8181,14.5173
3.5,21.8681,18.8105
3.6,18.8489,14.8331
3.7,22.5369,12.8176
3.8,28.0649,15.3889
3.9,32.7655,23.3001
4,32.6621,35.8602
4.1,23.1672,51.3221
4.2,0.941601,55.4842
4.3,-14.3708,44.8843
4.4,-20.9763,32.2529
4.5,-20.3562,20.1128
4.6,-15.8833,13.108
4.7,-11.3391,9.47869
4.8,-7.18612,8.11766
4.9,-3.85356,8.5478
5,-2.28529,10.6388
5.1,-3.75832,11.611
5.2,-4.17073,9.90136
5.3,-2.80911,9.19034
5.4,-2.43442,9.86336
5.5,-2.94221,8.80172
5.6,-1.26173,7.6531
5.7,0.9974,8.08506
5.8,3.12014,10.4578
5.9,2.80445,14.696
6,-1.08025,17.5795
