Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.2268,0.304984
1.6,12.4397,0.339755
1.7,12.6766,0.37857
1.8,12.9406,0.422247
1.9,13.235,0.47181
2,13.564,0.528567
2.1,13.9327,0.594211
2.2,14.3474,0.670976
2.3,14.8161,0.761861
2.4,15.3486,0.870991
2.5,15.958,1.0042
2.6,16.6611,1.16998
2.7,17.4807,1.3812
2.8,18.4479,1.6583
2.9,19.6066,2.0356
3,21.0192,2.57509
3.1,22.7744,3.39903
3.2,24.9782,4.7746
3.3,27.6151,7.33331
3.4,29.6077,12.2736
3.5,27.1961,18.1958
3.6,22.9902,18.2483
3.7,25.1009,16.7896
3.8,29.6744,20.8811
3.9,31.3213,29.2424
4,29.6847,41.6037
4.1,15.3622,54.6014
4.2,-5.17432,53.3884
4.3,-17.5754,40.9559
4.4,-21.5316,28.3884
4.5,-19.0369,17.848
4.6,-14.2873,12.2013
4.7,-9.57872,9.75642
4.8,-5.8109,9.98894
4.9,-4.82771,11.9122
5,-6.41468,11.5681
5.1,-6.10954,9.08858
5.2,-4.04977,8.00967
5.3,-2.49908,8.63346
5.4,-2.97821,9.13693
5.5,-2.57048,7.64434
5.6,-0.63733,7.03906
5.7,1.93563,7.71636
5.8,4.31744,10.8671
5.9,3.2249,16.283
6,-2.07355,18.6373
