Energy (eV),EpsilonReal,EpsilonImaginary
1.5,1.68057,0.00159014
1.6,1.68167,0.00170393
1.7,1.68284,0.0018193
1.8,1.68409,0.00193637
1.9,1.68542,0.00205528
2,1.68683,0.00217615
2.1,1.68832,0.00229913
2.2,1.68989,0.00242437
2.3,1.69155,0.00255201
2.4,1.69329,0.00268223
2.5,1.69512,0.00281518
2.6,1.69704,0.00295105
2.7,1.69906,0.00309003
2.8,1.70116,0.00323232
2.9,1.70336,0.00337813
3,1.70566,0.00352768
3.1,1.70806,0.00368121
3.2,1.71057,0.00383898
3.3,1.71318,0.00400125
3.4,1.7159,0.00416833
3.5,1.71873,0.0043405
3.6,1.72168,0.00451811
3.7,1.72475,0.00470151
3.8,1.72795,0.00489109
3.9,1.73127,0.00508724
4,1.73472,0.00529041
4.1,1.73832,0.00550109
4.2,1.74205,0.00571977
4.3,1.74594,0.00594703
4.4,1.74997,0.00618347
4.5,1.75417,0.00642975
4.6,1.75854,0.00668657
4.7,1.76308,0.00695474
4.8,1.7678,0.00723509
4.9,1.77272,0.00752858
5,1.77783,0.00783622
5.1,1.78315,0.00815914
5.2,1.7887,0.0084986
5.3,1.79447,0.00885598
5.4,1.80049,0.00923279
5.5,1.80676,0.00963073
5.6,1.81331,0.0100517
5.7,1.82015,0.0104978
5.8,1.82729,0.0109714
5.9,1.83475,0.0114751
6,1.84256,0.0120119
