Energy (eV),EpsilonReal,EpsilonImaginary
1.5,1.02305,1.51164e-06
1.6,1.02305,1.61256e-06
1.7,1.02305,1.71352e-06
1.8,1.02305,1.8145e-06
1.9,1.02305,1.91551e-06
2,1.02305,2.01656e-06
2.1,1.02305,2.11764e-06
2.2,1.02306,2.21876e-06
2.3,1.02306,2.31992e-06
2.4,1.02306,2.42112e-06
2.5,1.02306,2.52236e-06
2.6,1.02306,2.62365e-06
2.7,1.02306,2.72498e-06
2.8,1.02307,2.82636e-06
2.9,1.02307,2.92779e-06
3,1.02307,3.02927e-06
3.1,1.02307,3.13081e-06
3.2,1.02307,3.2324e-06
3.3,1.02308,3.33405e-06
3.4,1.02308,3.43576e-06
3.5,1.02308,3.53753e-06
3.6,1.02308,3.63936e-06
3.7,1.02309,3.74125e-06
3.8,1.02309,3.84321e-06
3.9,1.02309,3.94524e-06
4,1.02309,4.04734e-06
4.1,1.0231,4.14951e-06
4.2,1.0231,4.25176e-06
4.3,1.0231,4.35408e-06
4.4,1.02311,4.45647e-06
4.5,1.02311,4.55895e-06
4.6,1.02311,4.6615e-06
4.7,1.02311,4.76414e-06
4.8,1.02312,4.86687e-06
4.9,1.02312,4.96968e-06
5,1.02312,5.07258e-06
5.1,1.02313,5.17557e-06
5.2,1.02313,5.27865e-06
5.3,1.02313,5.38182e-06
5.4,1.02314,5.48509e-06
5.5,1.02314,5.58846e-06
5.6,1.02315,5.69193e-06
5.7,1.02315,5.7955e-06
5.8,1.02315,5.89917e-06
5.9,1.02316,6.00295e-06
6,1.02316,6.10683e-06
