Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.0378,0.299741
1.6,12.247,0.334205
1.7,12.4801,0.37278
1.8,12.7401,0.416324
1.9,13.0304,0.465927
2,13.3554,0.522996
2.1,13.7204,0.589381
2.2,14.1319,0.667561
2.3,14.5983,0.760941
2.4,15.1303,0.874324
2.5,15.7421,1.0147
2.6,16.4525,1.19264
2.7,17.2872,1.42491
2.8,18.2824,1.73958
2.9,19.4901,2.1871
3,20.9845,2.86613
3.1,22.8613,3.98996
3.2,25.1585,6.06561
3.3,27.2426,10.2385
3.4,25.4539,16.6968
3.5,18.8519,17.4929
3.6,18.1542,13.0601
3.7,22.3224,11.6822
3.8,27.8669,14.2285
3.9,33.2385,21.7629
4,34.0981,35.3392
4.1,24.0552,51.7923
4.2,0.929676,55.6727
4.3,-13.935,45.2616
4.4,-21.3274,32.5697
4.5,-20.597,20.02
4.6,-16.04,13.0047
4.7,-11.5895,9.31127
4.8,-7.51054,7.71976
4.9,-4.0814,7.678
5,-1.56489,9.24353
5.1,-1.8897,11.5657
5.2,-3.39985,10.9751
5.3,-2.77314,9.86341
5.4,-2.34939,10.2694
5.5,-2.99917,9.29878
5.6,-1.40145,7.98545
5.7,0.824687,8.4985
5.8,2.60581,10.8112
5.9,2.23902,14.5379
6,-1.33425,17.3542
