Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.0825,0.302299
1.6,12.2935,0.337132
1.7,12.5287,0.376141
1.8,12.791,0.420199
1.9,13.0841,0.470421
2,13.4122,0.528244
2.1,13.7809,0.595563
2.2,14.1967,0.674921
2.3,14.6683,0.769819
2.4,15.2067,0.885203
2.5,15.8261,1.0283
2.6,16.546,1.21007
2.7,17.3928,1.44795
2.8,18.4039,1.77133
2.9,19.6326,2.23331
3,21.1555,2.93855
3.1,23.0689,4.11514
3.2,25.3947,6.30807
3.3,27.3716,10.7182
3.4,25.0454,17.1526
3.5,18.496,17.2502
3.6,18.3245,12.8337
3.7,22.6563,11.7091
3.8,28.2538,14.5014
3.9,33.5495,22.3848
4,34.0274,36.2782
4.1,23.1344,52.7529
4.2,-0.25584,55.4759
4.3,-14.6019,44.778
4.4,-21.6431,31.8667
4.5,-20.4574,19.5115
4.6,-15.8429,12.7578
4.7,-11.4027,9.19572
4.8,-7.34937,7.69674
4.9,-3.94821,7.73481
5,-1.52862,9.40794
5.1,-2.05798,11.6349
5.2,-3.46952,10.8678
5.3,-2.73812,9.82352
5.4,-2.37783,10.277
5.5,-2.98744,9.2268
5.6,-1.32583,7.98259
5.7,0.890608,8.56083
5.8,2.60744,10.9448
5.9,2.15226,14.6585
6,-1.49777,17.4044
