Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.3893,0.314107
1.6,12.6086,0.350166
1.7,12.8529,0.390487
1.8,13.1252,0.435938
1.9,13.4292,0.487618
2,13.7693,0.546933
2.1,14.1509,0.615712
2.2,14.5808,0.696377
2.3,15.0673,0.792204
2.4,15.6213,0.90773
2.5,16.2565,1.04941
2.6,16.9915,1.22677
2.7,17.8509,1.45439
2.8,18.869,1.75576
2.9,20.0942,2.17109
3,21.5958,2.77462
3.1,23.4703,3.71684
3.2,25.8185,5.33588
3.3,28.5021,8.43093
3.4,29.7421,14.1754
3.5,25.7668,19.1755
3.6,22.7059,17.5413
3.7,26.1867,16.975
3.8,30.5875,22.3177
3.9,31.7916,31.1918
4,28.9096,45.0153
4.1,11.6494,56.8728
4.2,-9.30434,52.2572
4.3,-19.3158,38.7571
4.4,-21.9217,26.0057
4.5,-18.3579,16.4522
4.6,-13.5157,11.5749
4.7,-8.89183,9.67823
4.8,-5.47591,10.4102
4.9,-5.29667,12.2404
5,-6.82423,11.1278
5.1,-5.93026,8.6549
5.2,-3.77453,7.93331
5.3,-2.43219,8.78884
5.4,-3.09899,9.00335
5.5,-2.39639,7.50791
5.6,-0.381657,7.04234
5.7,2.26929,7.97682
5.8,4.40144,11.5246
5.9,2.67178,16.8405
6,-2.69806,18.7045
