Energy (eV),EpsilonReal,EpsilonImaginary
1.5,-352.262,80.3971
1.6,-308.569,65.9196
1.7,-272.685,54.0395
1.8,-241.877,44.8652
1.9,-215.645,38.1304
2,-193.448,33.063
2.1,-174.281,28.9578
2.2,-157.377,26.1578
2.3,-143.256,24.7578
2.4,-131.743,23.0127
2.5,-120.703,21.9226
2.6,-112.863,22.6674
2.7,-108.158,20.0583
2.8,-100.961,16.0563
2.9,-93.2916,13.7574
3,-86.3798,12.5307
3.1,-80.6945,11.9265
3.2,-75.9449,10.8989
3.3,-71.2061,9.48116
3.4,-66.1509,8.45789
3.5,-61.2571,8.19903
3.6,-56.8724,8.82064
3.7,-53.7785,10.1933
3.8,-52.3715,11.3336
3.9,-52.2402,10.6002
4,-50.5883,8.34936
4.1,-47.7834,6.76272
4.2,-44.989,6.17539
4.3,-42.9667,5.7059
4.4,-40.7014,4.89286
4.5,-38.2146,4.58347
4.6,-35.9936,4.82741
4.7,-34.5089,5.3957
4.8,-33.5426,5.54824
4.9,-32.8749,5.61868
5,-32.5502,4.73875
5.1,-31.2042,3.54311
5.2,-29.5476,2.92336
5.3,-28.0061,2.63838
5.4,-26.643,2.58097
5.5,-25.6289,2.52691
5.6,-24.5873,2.22591
5.7,-23.4098,2.04967
5.8,-22.3318,2.04623
5.9,-21.4186,2.03265
6,-20.5249,1.95317
