Energy (eV),EpsilonReal,EpsilonImaginary
1.5,3.69902,0.0187084
1.6,3.71196,0.0201775
1.7,3.72589,0.0216944
1.8,3.74084,0.0232635
1.9,3.75686,0.0248899
2,3.77398,0.0265789
2.1,3.79224,0.0283364
2.2,3.8117,0.0301688
2.3,3.83241,0.032083
2.4,3.85441,0.0340867
2.5,3.87778,0.0361884
2.6,3.90258,0.0383973
2.7,3.92888,0.0407237
2.8,3.95678,0.0431791
2.9,3.98634,0.0457763
3,4.01769,0.0485294
3.1,4.05092,0.0514546
3.2,4.08615,0.0545698
3.3,4.12351,0.0578954
3.4,4.16316,0.0614544
3.5,4.20525,0.0652733
3.6,4.24996,0.0693821
3.7,4.2975,0.0738154
3.8,4.3481,0.0786131
3.9,4.402,0.0838217
4,4.4595,0.089495
4.1,4.52091,0.0956968
4.2,4.58662,0.102502
4.3,4.65704,0.109999
4.4,4.73266,0.118295
4.5,4.81404,0.127518
4.6,4.90183,0.137826
4.7,4.9968,0.149409
4.8,5.09985,0.162508
4.9,5.21205,0.17742
5,5.33468,0.194527
5.1,5.46929,0.214319
5.2,5.6178,0.237438
5.3,5.78255,0.26474
5.4,5.96651,0.297388
5.5,6.17348,0.337
5.6,6.40836,0.385892
5.7,6.67768,0.447476
5.8,6.99027,0.526973
5.9,7.35842,0.632733
6,7.7996,0.778833
