Energy (eV),EpsilonReal,EpsilonImaginary
1.5,10.3795,0.210444
1.6,10.5261,0.232591
1.7,10.688,0.256875
1.8,10.8667,0.283672
1.9,11.0639,0.313433
2,11.2818,0.346715
2.1,11.5229,0.384208
2.2,11.7901,0.426778
2.3,12.087,0.475529
2.4,12.4181,0.531886
2.5,12.7887,0.597725
2.6,13.2055,0.67556
2.7,13.677,0.768839
2.8,14.2143,0.882423
2.9,14.8314,1.02338
3,15.5476,1.20239
3.1,16.3888,1.43641
3.2,17.3917,1.75394
3.3,18.6079,2.20664
3.4,20.1093,2.89721
3.5,21.9743,4.0519
3.6,24.1299,6.19166
3.7,25.5049,10.0029
3.8,24.4199,13.6948
3.9,22.7259,15.2534
4,23.5699,15.5633
4.1,26.5034,19.0134
4.2,26.5205,26.341
4.3,23.8488,32.2102
4.4,19.6882,42.0596
4.5,3.51946,49.128
4.6,-12.2573,40.5749
4.7,-16.7669,28.028
4.8,-14.3394,20.1524
4.9,-12.8444,17.0915
5,-12.7457,13.4672
5.1,-11.0048,9.4881
5.2,-8.22863,7.11277
5.3,-5.48079,5.93274
5.4,-2.81443,5.89912
5.5,-1.07997,7.22095
5.6,-1.52383,8.02068
5.7,-0.932434,6.80927
5.8,1.17893,6.68112
5.9,3.46548,7.82212
6,5.623,10.9613
