Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.2301,0.305165
1.6,12.4431,0.339961
1.7,12.6802,0.378806
1.8,12.9443,0.422517
1.9,13.2389,0.472122
2,13.5681,0.528929
2.1,13.9371,0.594635
2.2,14.3521,0.671475
2.3,14.8211,0.762455
2.4,15.3541,0.871709
2.5,15.964,1.00508
2.6,16.6677,1.17108
2.7,17.4881,1.38262
2.8,18.4563,1.66017
2.9,19.6162,2.03818
3,21.0305,2.57885
3.1,22.788,3.40493
3.2,24.9947,4.78485
3.3,27.6331,7.35312
3.4,29.6144,12.3096
3.5,27.1712,18.2205
3.6,22.9802,18.2363
3.7,25.1216,16.7914
3.8,29.6939,20.9091
3.9,31.33,29.2806
4,29.6733,41.6701
4.1,15.2923,54.6507
4.2,-5.26053,53.3744
4.3,-17.6136,40.9111
4.4,-21.5433,28.3397
4.5,-19.0239,17.8175
4.6,-14.2715,12.1874
4.7,-9.5643,9.75401
4.8,-5.80287,9.99707
4.9,-4.83638,11.9208
5,-6.42471,11.56
5.1,-6.10683,9.07871
5.2,-4.04409,8.00737
5.3,-2.49715,8.63636
5.4,-2.98098,9.13454
5.5,-2.56705,7.64118
5.6,-0.632227,7.03885
5.7,1.94256,7.72103
5.8,4.32016,10.88
5.9,3.21425,16.2953
6,-2.08638,18.639
