Energy (eV),EpsilonReal,EpsilonImaginary
1.5,-67.319,88.217
1.6,-58.6613,52.392
1.7,-40.873,35.4662
1.8,-24.1581,28.2663
1.9,-8.76946,26.4268
2,6.36532,29.2648
2.1,21.7103,39.1489
2.2,32.3622,62.5251
2.3,15.5054,94.1904
2.4,-14.7107,91.567
2.5,-24.241,87.0265
2.6,-41.4843,82.1646
2.7,-53.8663,67.116
2.8,-56.589,50.633
2.9,-53.5872,36.1853
3,-45.8953,27.5278
3.1,-38.4527,24.6309
3.2,-35.7293,26.8716
3.3,-39.6884,24.1101
3.4,-38.2595,16.5856
3.5,-33.6226,12.1017
3.6,-29.0163,10.1403
3.7,-25.3422,9.32037
3.8,-21.6418,9.33966
3.9,-18.8875,11.4378
4,-19.7074,14.2873
4.1,-22.7589,12.9312
4.2,-22.724,9.4811
4.3,-20.9118,6.79348
4.4,-18.3067,5.23323
4.5,-15.6133,4.69233
4.6,-12.9628,4.96159
4.7,-10.366,6.31596
4.8,-8.65738,9.59017
4.9,-10.8129,13.8036
5,-15.8356,13.6259
5.1,-17.952,9.83961
5.2,-16.9666,6.85478
5.3,-15.454,5.45428
5.4,-14.0897,4.99789
5.5,-13.2378,4.94749
5.6,-13.0077,5.1859
5.7,-13.3369,4.44832
5.8,-12.6259,3.42733
5.9,-11.8152,3.11457
6,-11.238,2.77994
