Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.1081,0.305695
1.6,12.3215,0.341156
1.7,12.5596,0.380938
1.8,12.8253,0.425964
1.9,13.1224,0.47741
2,13.4555,0.536811
2.1,13.8302,0.606199
2.2,14.2536,0.688328
2.3,14.7347,0.787023
2.4,15.2852,0.907761
2.5,15.9205,1.05865
2.6,16.6615,1.25223
2.7,17.5372,1.50887
2.8,18.5887,1.86385
2.9,19.875,2.3831
3,21.4783,3.2019
3.1,23.4834,4.6277
3.2,25.7564,7.39838
3.3,26.6313,12.6696
3.4,22.3273,17.3552
3.5,17.5125,15.7413
3.6,18.3207,11.9146
3.7,22.7333,11.1661
3.8,28.3473,13.949
3.9,34.176,21.6405
4,35.7269,36.9413
4.1,22.2801,54.9934
4.2,-1.96811,55.0325
4.3,-15.1537,44.2372
4.4,-22.1149,31.097
4.5,-20.4228,18.8675
4.6,-15.7925,12.3569
4.7,-11.4306,8.84948
4.8,-7.48952,7.2701
4.9,-4.15013,6.96717
5,-1.21781,7.94323
5.1,0.00722606,10.6359
5.2,-1.74406,12.0398
5.3,-2.51659,11.0796
5.4,-2.55694,10.9876
5.5,-3.19483,9.63213
5.6,-1.45638,8.27751
5.7,0.784879,8.91279
5.8,2.37528,11.4094
5.9,1.49559,15.1925
6,-2.64745,17.1801
