Energy (eV),EpsilonReal,EpsilonImaginary
1.5,16.8457,29.349
1.6,6.95282,23.7364
1.7,8.32862,18.8238
1.8,9.12894,21.5334
1.9,2.40744,22.2981
2,-0.529068,16.2688
2.1,1.17154,12.2834
2.2,3.14358,11.1391
2.3,4.0691,10.853
2.4,4.84615,9.62801
2.5,7.75631,9.17359
2.6,11.1434,11.8623
2.7,11.2938,18.4649
2.8,4.44984,22.1284
2.9,-0.6759,20.6252
3,-4.79753,16.5164
3.1,-4.14438,12.0889
3.2,-2.97262,10.2171
3.3,-1.45709,8.51255
3.4,1.11056,8.14832
3.5,3.54125,10.439
3.6,2.06061,15.1734
3.7,-3.67367,15.172
3.8,-6.15417,11.198
3.9,-5.06452,7.71037
4,-2.84149,6.72619
4.1,-1.78664,7.40242
4.2,-1.73352,7.58909
4.3,-1.22868,7.95981
4.4,-2.09532,9.61666
4.5,-5.03583,8.38774
4.6,-4.80203,5.49342
4.7,-3.17176,4.25613
4.8,-1.58545,4.19869
4.9,-0.405393,5.19488
5,-0.662153,6.66969
5.1,-2.1062,7.12723
5.2,-2.80009,5.75754
5.3,-1.68629,5.22782
5.4,-1.12941,6.6427
5.5,-3.38006,7.66272
5.6,-4.87243,5.45203
5.7,-4.00904,3.76198
5.8,-2.78205,3.41872
5.9,-2.21447,3.96397
6,-2.46113,4.03915
