Energy (eV),EpsilonReal,EpsilonImaginary
1.5,10.7868,0.229078
1.6,10.9464,0.25357
1.7,11.1229,0.280519
1.8,11.3181,0.310364
1.9,11.534,0.343644
2,11.7731,0.381023
2.1,12.0382,0.423331
2.2,12.3328,0.471619
2.3,12.6612,0.527236
2.4,13.0286,0.591941
2.5,13.4414,0.668076
2.6,13.9077,0.758816
2.7,14.4379,0.868582
2.8,15.0453,1.00371
2.9,15.7478,1.17359
3,16.5694,1.39282
3.1,17.5433,1.68521
3.2,18.7166,2.0925
3.3,20.1553,2.69426
3.4,21.9427,3.65846
3.5,24.1041,5.36957
3.6,26.0884,8.53649
3.7,26.1349,12.396
3.8,25.8949,15.1962
3.9,25.2781,17.9807
4,25.6083,20.9339
4.1,25.5464,25.1019
4.2,25.1701,31.3341
4.3,21.6972,41.2847
4.4,6.9109,50.2296
4.5,-10.7575,43.8664
4.6,-17.5537,31.1029
4.7,-16.0464,20.7574
4.8,-12.2728,16.5885
4.9,-11.3966,15.2001
5,-11.5403,12.0239
5.1,-9.71184,8.60865
5.2,-7.06911,6.66531
5.3,-4.30831,5.92901
5.4,-1.93284,6.58923
5.5,-1.36369,8.11358
5.6,-1.84474,7.5468
5.7,-0.257485,6.62915
5.8,1.9314,7.02939
5.9,4.45183,8.88614
6,5.84968,13.4504
