Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.7718,0.337924
1.6,13.0078,0.377543
1.7,13.2714,0.422071
1.8,13.5659,0.472555
1.9,13.8957,0.530334
2,14.2658,0.597145
2.1,14.6828,0.675285
2.2,15.1547,0.767853
2.3,15.6916,0.879133
2.4,16.3069,1.01522
2.5,17.0178,1.18504
2.6,17.848,1.40229
2.7,18.8296,1.68888
2.8,20.0086,2.08215
2.9,21.4505,2.65051
3,23.2482,3.53109
3.1,25.5101,5.02871
3.2,28.1919,7.87819
3.3,29.9305,13.5383
3.4,25.5217,19.9002
3.5,20.4014,17.2883
3.6,23.376,14.4592
3.7,29.1047,16.8035
3.8,33.8407,24.9346
3.9,34.007,37.5338
4,24.5717,54.4845
4.1,0.374673,59.4649
4.2,-16.5846,47.0586
4.3,-22.505,33.4433
4.4,-21.6861,20.9626
4.5,-16.8901,13.7529
4.6,-12.1483,10.1094
4.7,-7.79415,8.88135
4.8,-4.59795,9.85474
4.9,-4.32275,11.9413
5,-6.00955,11.2287
5.1,-5.31133,8.97488
5.2,-3.38011,8.45669
5.3,-2.58221,9.42686
5.4,-3.34027,8.90627
5.5,-2.12142,7.50879
5.6,0.0835018,7.34159
5.7,2.7304,8.96388
5.8,3.84305,13.1758
5.9,0.832073,17.6095
6,-4.19913,18.151
