Energy (eV),EpsilonReal,EpsilonImaginary
1.5,3.77502,0.0197715
1.6,3.78869,0.0213306
1.7,3.80342,0.0229416
1.8,3.81923,0.0246095
1.9,3.83618,0.0263399
2,3.8543,0.0281387
2.1,3.87364,0.0300123
2.2,3.89425,0.0319678
2.3,3.91619,0.034013
2.4,3.93953,0.0361563
2.5,3.96432,0.0384072
2.6,3.99064,0.040776
2.7,4.01859,0.0432743
2.8,4.04823,0.0459149
2.9,4.07968,0.0487121
3,4.11305,0.051682
3.1,4.14844,0.0548428
3.2,4.18601,0.0582147
3.3,4.22588,0.0618211
3.4,4.26823,0.0656882
3.5,4.31324,0.0698462
3.6,4.3611,0.0743297
3.7,4.41206,0.0791785
3.8,4.46635,0.084439
3.9,4.52428,0.0901649
4,4.58616,0.0964196
4.1,4.65237,0.103277
4.2,4.72332,0.110827
4.3,4.79951,0.119174
4.4,4.88149,0.128446
4.5,4.96992,0.138797
4.6,5.06556,0.150418
4.7,5.1693,0.163543
4.8,5.2822,0.178468
4.9,5.40554,0.195564
5,5.54085,0.215312
5.1,5.69002,0.238339
5.2,5.85537,0.265475
5.3,6.03981,0.297848
5.4,6.24705,0.337018
5.5,6.4819,0.385202
5.6,6.75069,0.445654
5.7,7.06199,0.52331
5.8,7.42764,0.625994
5.9,7.86441,0.766757
6,8.39665,0.968761
