Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.2844,0.312478
1.6,12.5026,0.348662
1.7,12.7458,0.389223
1.8,13.0173,0.435084
1.9,13.3208,0.487418
2,13.6609,0.547745
2.1,14.0432,0.618064
2.2,14.4749,0.701069
2.3,14.9648,0.800464
2.4,15.5247,0.921495
2.5,16.1697,1.07183
2.6,16.9202,1.26312
2.7,17.8043,1.51393
2.8,18.8614,1.8556
2.9,20.1483,2.34492
3,21.7459,3.09413
3.1,23.7549,4.34881
3.2,26.1897,6.69758
3.3,28.1843,11.4292
3.4,25.3431,18.1079
3.5,18.7476,17.3013
3.6,19.634,13.0476
3.7,24.4966,12.7682
3.8,30.3034,16.9127
3.9,34.5191,26.7809
4,32.4503,41.6224
4.1,16.9581,56.8175
4.2,-6.07266,53.8448
4.3,-17.9148,41.5272
4.4,-22.3898,28.1376
4.5,-19.4642,17.3185
4.6,-14.7674,11.7001
4.7,-10.3145,8.80184
4.8,-6.35941,7.91604
4.9,-3.24352,8.69336
5,-2.18158,11.0087
5.1,-3.88722,11.5055
5.2,-3.92349,9.78517
5.3,-2.59378,9.4344
5.4,-2.71867,10.0168
5.5,-2.83752,8.54345
5.6,-0.903708,7.74768
5.7,1.38415,8.53273
5.8,3.08487,11.417
5.9,2.02765,15.53
6,-2.19751,17.7359
