Energy (eV),EpsilonReal,EpsilonImaginary
1.5,18.5178,28.8191
1.6,7.10392,24.8798
1.7,7.53535,18.7919
1.8,9.36529,20.5414
1.9,3.47249,22.7615
2,-0.672196,17.0175
2.1,0.718297,12.3949
2.2,3.09534,10.9493
2.3,4.36063,10.8161
2.4,4.88198,10.1822
2.5,7.25758,9.42017
2.6,10.6337,11.6018
2.7,11.2967,17.821
2.8,4.84578,21.9434
2.9,-0.160935,20.5123
3,-4.46255,17.054
3.1,-4.22924,12.408
3.2,-3.06102,10.5437
3.3,-1.81564,8.69282
3.4,0.727894,8.01506
3.5,3.34972,9.93615
3.6,2.64579,14.6351
3.7,-3.03785,15.5058
3.8,-5.98006,11.7898
3.9,-5.31853,8.08301
4,-3.07328,6.74467
4.1,-1.70331,7.411
4.2,-1.81589,7.82756
4.3,-1.41902,7.97919
4.4,-2.05627,9.55666
4.5,-5.01697,8.56671
4.6,-4.93409,5.61173
4.7,-3.29974,4.28324
4.8,-1.68782,4.198
4.9,-0.474781,5.13981
5,-0.660304,6.64651
5.1,-2.10036,7.12886
5.2,-2.8048,5.77965
5.3,-1.69138,5.23941
5.4,-1.10113,6.66284
5.5,-3.3527,7.75865
5.6,-4.9383,5.55177
5.7,-4.09815,3.80423
5.8,-2.86394,3.4295
5.9,-2.29251,3.93635
6,-2.46787,3.99843
