Energy (eV),EpsilonReal,EpsilonImaginary
1.5,12.2845,0.315201
1.6,12.5046,0.351979
1.7,12.7502,0.393294
1.8,13.0246,0.44012
1.9,13.3317,0.493708
2,13.6762,0.555688
2.1,14.0642,0.628228
2.2,14.5031,0.714275
2.3,15.0024,0.817936
2.4,15.5747,0.945113
2.5,16.2362,1.10459
2.6,17.0095,1.31004
2.7,17.9255,1.58382
2.8,19.0284,1.965
2.9,20.3817,2.52743
3,22.0727,3.42458
3.1,24.1814,5.00962
3.2,26.4859,8.12426
3.3,26.8685,13.8414
3.4,21.812,17.9248
3.5,17.5608,15.3409
3.6,19.421,11.8363
3.7,24.2833,11.8299
3.8,30.191,15.6319
3.9,35.7286,25.1726
4,34.5789,42.625
4.1,15.9381,58.387
4.2,-6.7706,53.1934
4.3,-18.0856,41.4411
4.4,-22.7098,27.7319
4.5,-19.5662,16.9478
4.6,-14.9246,11.3775
4.7,-10.5879,8.38308
4.8,-6.75496,7.19068
4.9,-3.50087,7.20439
5,-0.825295,8.71753
5.1,-0.669619,11.4821
5.2,-2.55087,11.7599
5.3,-2.63722,10.7624
5.4,-2.91124,10.7942
5.5,-3.11201,9.07811
5.6,-1.11284,8.129
5.7,1.15704,8.97031
5.8,2.67919,11.9074
5.9,1.15518,15.9451
6,-3.34437,17.3052
