Energy (eV),EpsilonReal,EpsilonImaginary
1.5,11.8657,0.290055
1.6,12.0681,0.323135
1.7,12.2935,0.360089
1.8,12.5446,0.401713
1.9,12.8246,0.449012
2,13.1377,0.503282
2.1,13.4888,0.56621
2.2,13.884,0.64005
2.3,14.331,0.727868
2.4,14.8398,0.833954
2.5,15.4232,0.964488
2.6,16.0983,1.1287
2.7,16.8884,1.34099
2.8,17.8258,1.62506
2.9,18.9568,2.02251
3,20.3478,2.61253
3.1,22.089,3.56101
3.2,24.2568,5.25277
3.3,26.5679,8.60509
3.4,26.5519,14.6749
3.5,20.547,18.0217
3.6,17.7265,14.0675
3.7,21.0765,11.7064
3.8,26.3767,13.303
3.9,31.9437,19.5279
4,34.1731,31.8381
4.1,27.0184,47.9243
4.2,5.79322,55.8456
4.3,-11.1874,47.0481
4.4,-19.8186,35.1837
4.5,-20.9924,22.1778
4.6,-16.8086,14.0649
4.7,-12.3317,9.81611
4.8,-8.15812,7.84305
4.9,-4.62364,7.49261
5,-1.80204,8.6235
5.1,-1.26107,11.1315
5.2,-2.98455,11.3758
5.3,-2.87939,10.1002
5.4,-2.27666,10.247
5.5,-3.00705,9.5909
5.6,-1.70153,8.03714
5.7,0.554802,8.2892
5.8,2.53982,10.3034
5.9,2.55936,14.0601
6,-0.73799,17.1372
