x, y
102666456188744.92, 1442.41726
1019932494919107.5, 1392.9624
10066005024860744, 1115.88399
30199517204020190, 876.27555
100660050248607440, 635.37526
305994968720720830, 404.709
1013244571605217500, 239.21471
3039884919240357400, 149.73546
